aircraft_type,engine_type,issue_date,manufacturer,model,status,tailnum,type,year
Fixed Wing Multi-Engine,Turbo-Fan,"Jul 23, 0004",BOEING,737-7H4,Valid,N464WN,Corporation,"2,004"
Fixed Wing Multi-Engine,Turbo-Fan,"Jan 27, 0095",BOEING,737-524,Valid,N46625,Corporation,"1,995"
Fixed Wing Multi-Engine,Turbo-Fan,"Jul 23, 0004",BOEING,737-7H4,Valid,N466WN,Corporation,"2,004"
Fixed Wing Multi-Engine,Turbo-Fan,"Oct 20, 0088",MCDONNELL DOUGLAS,DC-9-82(MD-82),Valid,N468AA,Corporation,"1,988"
Fixed Wing Multi-Engine,Turbo-Fan,"Dec 2, 0088",MCDONNELL DOUGLAS,DC-9-82(MD-82),Valid,N469AA,Corporation,"1,988"
Fixed Wing Multi-Engine,Turbo-Jet,"Mar 19, 0001",AIRBUS INDUSTRIE,A320-232,Valid,N470UA,Corporation,"2,001"
Fixed Wing Multi-Engine,Turbo-Jet,"Mar 27, 0001",AIRBUS INDUSTRIE,A320-232,Valid,N471UA,Corporation,"2,001"
Fixed Wing Multi-Engine,Turbo-Jet,"Apr 3, 0001",AIRBUS INDUSTRIE,A320-232,Valid,N472UA,Corporation,"2,001"
Fixed Wing Multi-Engine,Turbo-Jet,"May 15, 0001",AIRBUS INDUSTRIE,A320-232,Valid,N473UA,Corporation,"2,001"
Fixed Wing Multi-Engine,Turbo-Jet,"May 22, 0001",AIRBUS INDUSTRIE,A320-232,Valid,N474UA,Corporation,"2,001"
Fixed Wing Multi-Engine,Turbo-Jet,"Jun 21, 0001",AIRBUS INDUSTRIE,A320-232,Valid,N475UA,Corporation,"2,001"
Fixed Wing Multi-Engine,Turbo-Jet,"Jul 10, 0001",AIRBUS INDUSTRIE,A320-232,Valid,N476UA,Corporation,"2,001"
Fixed Wing Multi-Engine,Turbo-Fan,"May 1, 0001",BOEING,717-200,Valid,N477HA,Corporation,"2,001"
Fixed Wing Multi-Engine,Turbo-Fan,"May 25, 0001",BOEING,717-200,Valid,N478HA,Corporation,"2,001"
Fixed Wing Multi-Engine,Turbo-Fan,"Aug 15, 0007",BOMBARDIER INC,CL-600-2B19,Valid,N479CA,Corporation,"2,002"
Fixed Wing Multi-Engine,Turbo-Fan,"Dec 19, 0088",MCDONNELL DOUGLAS,DC-9-82(MD-82),Valid,N480AA,Corporation,"1,988"
Fixed Wing Multi-Engine,Turbo-Jet,"Feb 25, 0098",BOEING,757-224,Valid,N48127,Corporation,"1,998"
Fixed Wing Multi-Engine,Turbo-Fan,"Sep 28, 0004",BOEING,737-7H4,Valid,N481WN,Corporation,"2,004"
Fixed Wing Multi-Engine,Turbo-Jet,"Sep 9, 0002",AIRBUS INDUSTRIE,A320-232,Valid,N483UA,Corporation,"2,001"
Fixed Wing Multi-Engine,Turbo-Jet,"Sep 6, 0002",AIRBUS INDUSTRIE,A320-232,Valid,N484UA,Corporation,"2,001"
Fixed Wing Multi-Engine,Turbo-Jet,"Sep 6, 0002",AIRBUS INDUSTRIE,A320-232,Valid,N485UA,Corporation,"2,001"
Fixed Wing Multi-Engine,Turbo-Jet,"Dec 13, 0001",AIRBUS INDUSTRIE,A320-232,Valid,N486UA,Corporation,"2,001"
Fixed Wing Multi-Engine,Turbo-Fan,"Dec 21, 0001",BOEING,717-200,Valid,N487HA,Corporation,"2,001"
aircraft_type,engine_type,issue_date,manufacturer,model,status,tailnum,type,year
Fixed Wing Multi-Engine,Turbo-Jet,"Feb 28, 0002",AIRBUS INDUSTRIE,A320-232,Valid,N488UA,Corporation,"2,002"
Fixed Wing Multi-Engine,Turbo-Fan,"Sep 9, 0002",AIRBUS,A320-232,Valid,N489UA,Corporation,"2,002"
Fixed Wing Multi-Engine,Turbo-Fan,"Nov 23, 0004",BOEING,737-7H4,Valid,N490WN,Corporation,"2,004"
Fixed Wing Multi-Engine,Turbo-Fan,"Apr 17, 0089",MCDONNELL DOUGLAS,DC-9-82(MD-82),Valid,N492AA,Corporation,"1,989"
Fixed Wing Multi-Engine,Turbo-Fan,"Apr 26, 0089",MCDONNELL DOUGLAS,DC-9-82(MD-82),Valid,N493AA,Corporation,"1,989"
Fixed Wing Multi-Engine,Turbo-Fan,"Jun 8, 0007",BOMBARDIER INC,CL-600-2B19,Valid,N494CA,Corporation,"2,003"
Fixed Wing Multi-Engine,Turbo-Fan,"Jun 8, 0007",BOMBARDIER INC,CL-600-2B19,Valid,N495CA,Corporation,"2,003"
Fixed Wing Multi-Engine,Turbo-Fan,"Jun 4, 0007",BOMBARDIER INC,CL-600-2B19,Valid,N496CA,Corporation,"2,003"
Fixed Wing Multi-Engine,Turbo-Fan,"Sep 18, 0002",AIRBUS,A320-232,Valid,N497UA,Corporation,"2,002"
Fixed Wing Multi-Engine,Turbo-Fan,"Oct 17, 0002",AIRBUS,A320-232,Valid,N498UA,Corporation,"2,002"
Fixed Wing Multi-Engine,Turbo-Fan,"Oct 23, 0001",BOMBARDIER INC,CL-600-2C10,Valid,N500AE,Corporation,"2,001"
Fixed Wing Multi-Engine,Turbo-Jet,"Sep 18, 0090",BOEING,737-5H4,Valid,N501SW,Corporation,"1,990"
Fixed Wing Multi-Engine,Turbo-Fan,"May 6, 0003",BOMBARDIER INC,CL-600-2C10,Valid,N502MJ,Corporation,"2,002"
Fixed Wing Multi-Engine,Turbo-Fan,"Feb 12, 0002",BOMBARDIER INC,CL-600-2C10,Valid,N503AE,Corporation,"2,002"
Fixed Wing Multi-Engine,Turbo-Jet,"Feb 16, 0090",BOEING,757-222,Valid,N503UA,Corporation,"1,989"
Fixed Wing Multi-Engine,Turbo-Jet,"Jan 28, 0001",AIRBUS INDUSTRIE,A320-232,Valid,N504JB,Corporation,"1,999"
Fixed Wing Multi-Engine,Turbo-Jet,"Nov 16, 0005",BOEING,757-251,Valid,N504US,Corporation,"1,987"
Fixed Wing Multi-Engine,Turbo-Jet,"Mar 7, 0001",AIRBUS INDUSTRIE,A320-232,Valid,N505JB,Corporation,"2,000"
Fixed Wing Multi-Engine,Turbo-Jet,"Nov 16, 0005",BOEING,757-251,Valid,N505US,Corporation,"1,985"
Fixed Wing Multi-Engine,Turbo-Jet,"Jul 3, 0003",AIRBUS INDUSTRIE,A320-232,Valid,N506JB,Corporation,"2,000"
Fixed Wing Multi-Engine,Turbo-Jet,"Nov 16, 0005",BOEING,757-251,Valid,N506US,Corporation,"1,985"
Fixed Wing Multi-Engine,Turbo-Fan,"Jun 11, 0003",BOMBARDIER INC,CL-600-2C10,Valid,N507MJ,Corporation,"2,003"
Fixed Wing Multi-Engine,Turbo-Fan,"May 13, 0004",BOEING,737-3H4,Valid,N398SW,Corporation,"1,995"
Fixed Wing Multi-Engine,Turbo-Fan,"May 13, 0004",BOEING,737-3H4,Valid,N399WN,Corporation,"1,995"
Fixed Wing Multi-Engine,Turbo-Jet,"Aug 31, 0001",MCDONNELL DOUGLAS,DC-9-51,Valid,N401EA,Corporation,"1,975"
Fixed Wing Multi-Engine,Turbo-Jet,"Nov 30, 0093",AIRBUS INDUSTRIE,A320-232,Valid,N402UA,Corporation,"1,993"
Fixed Wing Multi-Engine,Turbo-Jet,"Dec 20, 0093",AIRBUS INDUSTRIE,A320-232,Valid,N403UA,Corporation,"1,993"
Fixed Wing Multi-Engine,Turbo-Fan,"Jul 26, 0001",BOEING,737-7H4,Valid,N404WN,Corporation,"2,001"
aircraft_type,engine_type,issue_date,manufacturer,model,status,tailnum,type,year
Fixed Wing Multi-Engine,Turbo-Jet,"Apr 12, 0005",BOEING,737-401,Valid,N405US,Corporation,"1,989"
Fixed Wing Multi-Engine,Turbo-Jet,"Jul 16, 0003",BOEING,737-401,Valid,N406US,Corporation,"1,988"
Fixed Wing Multi-Engine,Turbo-Jet,"May 26, 0004",AIRBUS INDUSTRIE,A320-232,Valid,N407UA,Corporation,"1,994"
Fixed Wing Multi-Engine,Turbo-Jet,"Dec 28, 0094",CANADAIR,CL-600-2B19,Valid,N408SW,Corporation,"1,994"
Fixed Wing Multi-Engine,Turbo-Fan,"Jan 9, 0008",BOMBARDIER INC,CL-600-2B19,Valid,N409CA,Corporation,"2,000"
Fixed Wing Multi-Engine,Turbo-Fan,"Jan 28, 0002",BOEING,737-7H4,Valid,N409WN,Corporation,"2,001"
Fixed Wing Multi-Engine,Turbo-Fan,"Mar 4, 0002",BOEING,737-7H4,Valid,N410WN,Corporation,"2,001"
Fixed Wing Multi-Engine,Turbo-Fan,"Jun 27, 0086",MCDONNELL DOUGLAS,DC-9-82(MD-82),Valid,N411AA,Corporation,"1,986"
Fixed Wing Multi-Engine,Turbo-Fan,"Oct 22, 0086",MCDONNELL DOUGLAS,DC-9-82(MD-82),Valid,N412AA,Corporation,"1,986"
Fixed Wing Multi-Engine,Turbo-Fan,"Nov 21, 0003",MCDONNELL DOUGLAS,DC-9-82(MD-82),Valid,N413AA,Corporation,"1,986"
Fixed Wing Multi-Engine,Turbo-Jet,"May 19, 0004",AIRBUS INDUSTRIE,A320-232,Valid,N414UA,Corporation,"1,994"
Fixed Wing Multi-Engine,Turbo-Fan,"Apr 26, 0002",BOEING,737-7H4,Valid,N415WN,Corporation,"2,001"
Fixed Wing Multi-Engine,Turbo-Fan,"Apr 26, 0002",BOEING,737-7H4,Valid,N416WN,Corporation,"2,001"
Fixed Wing Multi-Engine,Turbo-Jet,"Apr 8, 0005",BOEING,737-401,Valid,N417US,Corporation,"1,989"
Fixed Wing Multi-Engine,Turbo-Jet,"Oct 27, 0004",AIRBUS INDUSTRIE,A320-232,Valid,N418UA,Corporation,"1,994"
Fixed Wing Multi-Engine,Turbo-Jet,"May 27, 0004",AIRBUS INDUSTRIE,A320-232,Valid,N419UA,Corporation,"1,994"
Fixed Wing Multi-Engine,Turbo-Fan,"Nov 29, 0007",BOMBARDIER INC,CL-600-2B19,Valid,N420CA,Corporation,"2,000"
Fixed Wing Multi-Engine,Reciprocating,"Oct 24, 0007",CESSNA,421C,Valid,N421AA,Corporation,"1,962"
Fixed Wing Multi-Engine,Turbo-Fan,"Dec 22, 0086",MCDONNELL DOUGLAS,DC-9-82(MD-82),Valid,N422AA,Corporation,"1,986"
Fixed Wing Multi-Engine,Turbo-Fan,"Dec 3, 0086",MCDONNELL DOUGLAS,DC-9-82(MD-82),Valid,N423AA,Corporation,"1,986"
Fixed Wing Multi-Engine,Turbo-Fan,"Aug 19, 0002",BOEING,737-7H4,Valid,N423WN,Corporation,"2,002"
Fixed Wing Multi-Engine,Turbo-Fan,"Sep 4, 0002",BOEING,737-7H4,Valid,N424WN,Corporation,"2,002"
Fixed Wing Multi-Engine,Turbo-Jet,"Jul 17, 0003",BOEING,737-401,Valid,N425US,Corporation,"1,989"
Fixed Wing Multi-Engine,Turbo-Jet,"Dec 3, 0003",BOEING,737-4B7,Valid,N426US,Corporation,"1,989"
Fixed Wing Multi-Engine,Turbo-Fan,"Apr 18, 0001",BOMBARDIER INC,CL-600-2B19,Valid,N427SW,Corporation,"2,001"
Fixed Wing Multi-Engine,Turbo-Fan,"Feb 13, 0087",MCDONNELL DOUGLAS,DC-9-82(MD-82),Valid,N428AA,Corporation,"1,986"
Fixed Wing Multi-Engine,Turbo-Fan,"Jun 15, 0001",BOMBARDIER INC,CL-600-2B19,Valid,N429SW,Corporation,"2,001"
Fixed Wing Multi-Engine,Turbo-Fan,"Apr 18, 0006",BOMBARDIER INC,CL-600-2B19,Valid,N430CA,Corporation,"2,000"
aircraft_type,engine_type,issue_date,manufacturer,model,status,tailnum,type,year
Fixed Wing Multi-Engine,Turbo-Fan,"Jan 31, 0003",BOEING,737-7H4,Valid,N430WN,Corporation,"2,002"
Fixed Wing Multi-Engine,Turbo-Fan,"Mar 5, 0003",BOEING,737-7H4,Valid,N431WN,Corporation,"2,002"
Fixed Wing Multi-Engine,Turbo-Jet,"Mar 31, 0004",BOEING,737-4B7,Valid,N432US,Corporation,"1,990"
Fixed Wing Multi-Engine,Turbo-Fan,"Dec 31, 0001",BOMBARDIER INC,CL-600-2B19,Valid,N433SW,Corporation,"2,001"
Fixed Wing Multi-Engine,Turbo-Jet,"Sep 6, 0096",AIRBUS INDUSTRIE,A320-232,Valid,N434UA,Corporation,"1,996"
Fixed Wing Multi-Engine,Turbo-Fan,"Aug 17, 0087",MCDONNELL DOUGLAS,DC-9-83(MD-83),Valid,N435AA,Corporation,"1,987"
Fixed Wing Multi-Engine,Turbo-Jet,"Jul 15, 0003",BOEING,737-4B7,Valid,N435US,Corporation,"1,990"
Fixed Wing Multi-Engine,Turbo-Jet,"Dec 10, 0096",AIRBUS INDUSTRIE,A320-232,Valid,N436UA,Corporation,"1,996"
Fixed Wing Multi-Engine,Turbo-Fan,"Dec 31, 0001",BOMBARDIER INC,CL-600-2B19,Valid,N437SW,Corporation,"2,001"
Fixed Wing Multi-Engine,Turbo-Fan,"Aug 22, 0087",MCDONNELL DOUGLAS,DC-9-83(MD-83),Valid,N438AA,Corporation,"1,987"
Fixed Wing Multi-Engine,Turbo-Fan,"Sep 3, 0003",BOEING,737-7H4,Valid,N438WN,Corporation,"2,003"
Fixed Wing Multi-Engine,Turbo-Jet,"Mar 4, 0003",BOEING,737-4B7,Valid,N439US,Corporation,"1,990"
Fixed Wing Multi-Engine,Turbo-Fan,"Dec 31, 0001",BOMBARDIER INC,CL-600-2B19,Valid,N440SW,Corporation,"2,001"
Fixed Wing Multi-Engine,Turbo-Fan,"Jan 17, 0002",BOMBARDIER INC,CL-600-2B19,Valid,N441SW,Corporation,"2,002"
Fixed Wing Multi-Engine,Turbo-Fan,"Jul 15, 0098",MCDONNELL DOUGLAS,DC-9-82(MD-82),Valid,N442AA,Corporation,"1,987"
Fixed Wing Multi-Engine,Turbo-Jet,"Dec 31, 0090",BOEING,737-4B7,Valid,N442US,Corporation,"1,990"
Fixed Wing Multi-Engine,Turbo-Fan,"Apr 18, 0002",BOMBARDIER INC,CL-600-2B19,Valid,N443SW,Corporation,"2,011"
Fixed Wing Single-Engine,Reciprocating,"Mar 28, 0078",CESSNA,182P,Valid,N444AA,Individual,"1,973"
Fixed Wing Multi-Engine,Turbo-Prop,"Nov 1, 0096",DEHAVILLAND,DHC-8-202,Valid,N444YV,Corporation,"1,996"
Fixed Wing Multi-Engine,Turbo-Jet,"Dec 31, 0090",BOEING,737-4B7,Valid,N445US,Corporation,"1,990"
Fixed Wing Multi-Engine,Turbo-Fan,"Jan 3, 0008",BOMBARDIER INC,CL-600-2B19,Valid,N446CA,Corporation,"2,011"
Fixed Wing Multi-Engine,Turbo-Prop,"Jan 28, 0097",DEHAVILLAND,DHC-8-202,Valid,N446YV,Corporation,"1,996"
Fixed Wing Multi-Engine,Turbo-Jet,"Jul 1, 0098",AIRBUS INDUSTRIE,A320-232,Valid,N447UA,Corporation,"1,998"
Fixed Wing Multi-Engine,Turbo-Fan,"Aug 27, 0003",BOMBARDIER INC,CL-600-2B19,Valid,N448SW,Corporation,"2,002"
Fixed Wing Multi-Engine,Turbo-Fan,"Mar 12, 0004",MCDONNELL DOUGLAS,DC-9-82(MD-82),Valid,N449AA,Corporation,"1,987"
Fixed Wing Multi-Engine,Turbo-Fan,"Jan 22, 0004",BOEING,737-7H4,Valid,N449WN,Corporation,"2,003"
Rotorcraft,Turbo-Shaft,"Apr 16, 0004",BELL,206B,Valid,N508AA,Corporation,"1,975"
Fixed Wing Multi-Engine,Turbo-Jet,"Apr 25, 0090",BOEING,757-222,Valid,N508UA,Corporation,"1,990"
aircraft_type,engine_type,issue_date,manufacturer,model,status,tailnum,type,year
Fixed Wing Multi-Engine,Turbo-Jet,"Jul 27, 0001",AIRBUS INDUSTRIE,A320-232,Valid,N509JB,Corporation,"2,000"
Fixed Wing Multi-Engine,Turbo-Jet,"Jan 16, 0004",BOEING,757-251,Valid,N509US,Corporation,"1,985"
Fixed Wing Multi-Engine,Turbo-Jet,"Aug 10, 0001",AIRBUS INDUSTRIE,A320-232,Valid,N510JB,Corporation,"2,000"
Fixed Wing Multi-Engine,Turbo-Fan,"Jun 13, 0003",BOMBARDIER INC,CL-600-2C10,Valid,N511AE,Corporation,"2,003"
Fixed Wing Multi-Engine,Turbo-Jet,"Oct 31, 0090",BOEING,757-222,Valid,N511UA,Corporation,"1,990"
Fixed Wing Multi-Engine,Turbo-Fan,"Feb 26, 0004",BOMBARDIER INC,CL-600-2C10,Valid,N512MJ,Corporation,"2,003"
Fixed Wing Multi-Engine,Turbo-Fan,"Nov 8, 0002",MCDONNELL DOUGLAS,DC-9-82(MD-82),Valid,N513AA,Corporation,"1,990"
Fixed Wing Multi-Engine,Turbo-Jet,"May 26, 0004",BOEING,757-222,Valid,N513UA,Corporation,"1,990"
Fixed Wing Multi-Engine,Turbo-Fan,"Feb 26, 0004",BOMBARDIER INC,CL-600-2C10,Valid,N514MJ,Corporation,"2,003"
Fixed Wing Multi-Engine,Turbo-Fan,"Oct 23, 0003",BOMBARDIER INC,CL-600-2C10,Valid,N515AE,Corporation,"2,003"
Fixed Wing Multi-Engine,Turbo-Jet,"Jul 2, 0004",BOEING,757-251,Valid,N515US,Corporation,"1,986"
Fixed Wing Multi-Engine,Turbo-Fan,"Sep 27, 0006",BOMBARDIER INC,CL-600-2C10,Valid,N516LR,Corporation,"2,006"
Fixed Wing Multi-Engine,Turbo-Fan,"Nov 3, 0006",BOEING,737-3B7,Valid,N517AU,Corporation,"1,987"
Fixed Wing Multi-Engine,Turbo-Fan,"Dec 4, 0003",BOMBARDIER INC,CL-600-2C10,Valid,N518AE,Corporation,"2,003"
Fixed Wing Multi-Engine,Turbo-Jet,"Sep 17, 0090",BOEING,757-222,Valid,N518UA,Corporation,"1,990"
Fixed Wing Multi-Engine,Turbo-Jet,"Feb 7, 0001",AIRBUS INDUSTRIE,A320-232,Valid,N519JB,Corporation,"2,001"
Fixed Wing Multi-Engine,Turbo-Jet,"Apr 19, 0006",BOEING,757-251,Valid,N519US,Corporation,"1,986"
Fixed Wing Multi-Engine,Turbo-Jet,"Sep 24, 0090",BOEING,757-222,Valid,N520UA,Corporation,"1,990"
Fixed Wing Multi-Engine,Turbo-Fan,"Aug 23, 0007",BOMBARDIER INC,CL-600-2C10,Valid,N521LR,Corporation,"2,006"
Fixed Wing Multi-Engine,Turbo-Fan,"Jun 4, 0004",BOMBARDIER INC,CL-600-2C10,Valid,N522AE,Corporation,"2,004"
Fixed Wing Multi-Engine,Turbo-Jet,"Mar 1, 0006",BOEING,757-251,Valid,N522US,Corporation,"1,987"
Fixed Wing Multi-Engine,Turbo-Jet,"Jul 11, 0001",AIRBUS INDUSTRIE,A320-232,Valid,N523JB,Foreign Corporation,"2,001"
Fixed Wing Multi-Engine,Turbo-Fan,"Jul 9, 0004",BOMBARDIER INC,CL-600-2C10,Valid,N524AE,Corporation,"2,004"
Fixed Wing Multi-Engine,Reciprocating,"Feb 7, 0097",PIPER,PA-31-350,Valid,N525AA,Corporation,"1,980"
Fixed Wing Multi-Engine,Turbo-Fan,"Aug 11, 0094",BOEING,737-524,Valid,N52616,Corporation,"1,994"
Fixed Wing Multi-Engine,Turbo-Jet,"Jan 23, 0091",BOEING,757-222,Valid,N526UA,Corporation,"1,991"
Fixed Wing Multi-Engine,Turbo-Jet,"Aug 25, 0095",BOEING,757-222,Valid,N527UA,Corporation,"1,991"
Fixed Wing Multi-Engine,Turbo-Jet,"Jun 12, 0092",BOEING,737-5H4,Valid,N528SW,Corporation,"1,992"
aircraft_type,engine_type,issue_date,manufacturer,model,status,tailnum,type,year
Fixed Wing Multi-Engine,Turbo-Jet,"Nov 8, 0001",AIRBUS INDUSTRIE,A320-232,Valid,N529JB,Corporation,"2,001"
Fixed Wing Multi-Engine,Turbo-Jet,"Mar 29, 0091",BOEING,757-222,Valid,N530UA,Corporation,"1,991"
Fixed Wing Multi-Engine,Turbo-Jet,"Oct 20, 0004",BOEING,757-251,Valid,N531US,Corporation,"1,988"
Fixed Wing Multi-Engine,Turbo-Fan,"Jul 22, 0003",BOEING,737-3B7,Valid,N533AU,Corporation,"1,989"
Fixed Wing Multi-Engine,Turbo-Jet,"Feb 23, 0006",BOEING,757-222,Valid,N534UA,Corporation,"1,991"
Fixed Wing Multi-Engine,Turbo-Jet,"Nov 22, 0095",BOEING,757-251,Valid,N535US,Corporation,"1,995"
Fixed Wing Multi-Engine,Turbo-Jet,"Jul 18, 0091",BOEING,757-222,Valid,N537UA,Corporation,"1,991"
Fixed Wing Multi-Engine,Turbo-Jet,"Apr 2, 0007",BOEING,757-251,Valid,N538US,Corporation,"1,996"
Fixed Wing Multi-Engine,Turbo-Jet,"Feb 28, 0006",BOEING,757-222,Valid,N541UA,Corporation,"1,991"
Fixed Wing Multi-Engine,Turbo-Jet,"Jan 11, 0005",BOEING,757-222,Valid,N544UA,Corporation,"1,991"
Fixed Wing Multi-Engine,Turbo-Jet,"Jun 21, 0096",BOEING,757-251,Valid,N545US,Corporation,"1,996"
Fixed Wing Multi-Engine,Turbo-Jet,"Jul 22, 0096",BOEING,757-251,Valid,N546US,Corporation,"1,996"
Fixed Wing Multi-Engine,Turbo-Jet,"Dec 23, 0091",BOEING,757-222,Valid,N547UA,Corporation,"1,991"
Fixed Wing Multi-Engine,Turbo-Fan,"Oct 23, 0002",AIRBUS,A320-232,Valid,N548JB,Corporation,"2,002"
Fixed Wing Multi-Engine,Turbo-Fan,"Feb 29, 0008",BOMBARDIER INC,CL600-2D24,Valid,N549CA,Corporation,"2,008"
Fixed Wing Multi-Engine,Turbo-Fan,"Nov 19, 0002",AIRBUS,A320-232,Valid,N550JB,Corporation,"2,002"
Fixed Wing Multi-Engine,Turbo-Fan,"Feb 6, 0006",BOEING,737-890,Valid,N551AS,Corporation,"2,006"
Fixed Wing Multi-Engine,Turbo-Fan,"Mar 28, 0091",MCDONNELL DOUGLAS,DC-9-82(MD-82),Valid,N552AA,Corporation,"1,991"
Fixed Wing Multi-Engine,Turbo-Jet,"Mar 31, 0092",BOEING,757-222,Valid,N552UA,Corporation,"1,992"
Fixed Wing Multi-Engine,Turbo-Jet,"Mar 31, 0092",BOEING,757-222,Valid,N553UA,Corporation,"1,992"
Fixed Wing Multi-Engine,Turbo-Jet,"Oct 26, 0001",BOEING,757-251,Valid,N554NW,Corporation,"2,001"
Fixed Wing Multi-Engine,Turbo-Fan,"Jul 2, 0091",MCDONNELL DOUGLAS,DC-9-82(MD-82),Valid,N556AA,Corporation,"1,991"
Fixed Wing Multi-Engine,Turbo-Jet,"May 26, 0004",BOEING,757-222,Valid,N556UA,Corporation,"1,992"
Fixed Wing Multi-Engine,Turbo-Jet,"May 19, 0004",BOEING,757-222,Valid,N557UA,Corporation,"1,992"
Fixed Wing Multi-Engine,Turbo-Jet,"May 26, 0004",BOEING,757-222,Valid,N558UA,Corporation,"1,992"
Fixed Wing Multi-Engine,Turbo-Jet,"May 26, 0004",BOEING,757-222,Valid,N559UA,Corporation,"1,992"
Fixed Wing Multi-Engine,Turbo-Fan,"Jul 2, 0091",MCDONNELL DOUGLAS,DC-9-82(MD-82),Valid,N561AA,Corporation,"1,991"
Fixed Wing Multi-Engine,Turbo-Fan,"Mar 12, 0004",MCDONNELL DOUGLAS,DC-9-83(MD-83),Valid,N562AA,Corporation,"1,987"
aircraft_type,engine_type,issue_date,manufacturer,model,status,tailnum,type,year
Fixed Wing Multi-Engine,Turbo-Jet,"May 19, 0004",BOEING,757-222,Valid,N562UA,Corporation,"1,992"
Fixed Wing Multi-Engine,Turbo-Prop,"Oct 21, 0098",EMBRAER,EMB-120,Valid,N563SW,Corporation,"1,998"
Fixed Wing Multi-Engine,Turbo-Fan,"Jun 4, 0003",AIRBUS,A320-232,Valid,N564JB,Corporation,"2,003"
Fixed Wing Multi-Engine,Turbo-Fan,"Feb 19, 0004",BOEING,737-7H4,Valid,N450WN,Corporation,"2,004"
Fixed Wing Multi-Engine,Turbo-Jet,"Dec 31, 0090",BOEING,737-4B7,Valid,N451UW,Corporation,"1,990"
Fixed Wing Multi-Engine,Turbo-Jet,"Mar 4, 0099",AIRBUS INDUSTRIE,A320-232,Valid,N452UA,Corporation,"1,999"
Fixed Wing Multi-Engine,Turbo-Fan,"Jan 23, 0003",BOMBARDIER INC,CL-600-2B19,Valid,N453SW,Corporation,"2,003"
Fixed Wing Multi-Engine,Turbo-Fan,"Jun 25, 0098",MCDONNELL DOUGLAS,DC-9-82(MD-82),Valid,N454AA,Corporation,"1,987"
Fixed Wing Multi-Engine,Turbo-Fan,"May 5, 0004",BOEING,737-7H4,Valid,N454WN,Corporation,"2,004"
Fixed Wing Multi-Engine,Turbo-Fan,"Feb 26, 0003",BOMBARDIER INC,CL-600-2B19,Valid,N455SW,Corporation,"2,003"
Fixed Wing Multi-Engine,Turbo-Prop,"Mar 5, 0097",DEHAVILLAND,DHC-8-202,Valid,N455YV,Corporation,"1,997"
Fixed Wing Multi-Engine,Turbo-Fan,"May 12, 0004",BOEING,737-7H4,Valid,N456WN,Corporation,"2,004"
Fixed Wing Multi-Engine,Turbo-Jet,"Jan 20, 0001",AIRBUS INDUSTRIE,A320-232,Valid,N457UA,Corporation,"1,999"
Fixed Wing Multi-Engine,Turbo-Jet,"Feb 15, 0001",AIRBUS INDUSTRIE,A320-232,Valid,N458UA,Corporation,"2,000"
Fixed Wing Multi-Engine,Turbo-Fan,"Dec 6, 0004",BOMBARDIER INC,CL-600-2B19,Valid,N459SW,Corporation,"2,003"
Fixed Wing Multi-Engine,Turbo-Fan,"Aug 10, 0088",MCDONNELL DOUGLAS,DC-9-82(MD-82),Valid,N460AA,Corporation,"1,988"
Fixed Wing Multi-Engine,Turbo-Fan,"Jun 9, 0004",BOEING,737-7H4,Valid,N460WN,Corporation,"2,004"
Fixed Wing Multi-Engine,Turbo-Fan,"Jun 8, 0004",BOEING,737-7H4,Valid,N461WN,Corporation,"2,004"
Fixed Wing Multi-Engine,Turbo-Fan,"Sep 21, 0088",MCDONNELL DOUGLAS,DC-9-82(MD-82),Valid,N463AA,Corporation,"1,988"
Fixed Wing Multi-Engine,Turbo-Fan,"Sep 21, 0088",MCDONNELL DOUGLAS,DC-9-82(MD-82),Valid,N464AA,Corporation,"1,988"
Fixed Wing Multi-Engine,Turbo-Fan,"Sep 26, 0003",BOMBARDIER INC,CL-600-2B19,Valid,N465SW,Corporation,"2,003"
Fixed Wing Multi-Engine,Turbo-Fan,"Oct 7, 0088",MCDONNELL DOUGLAS,DC-9-82(MD-82),Valid,N466AA,Corporation,"1,988"
Fixed Wing Multi-Engine,Turbo-Fan,"Nov 9, 0088",MCDONNELL DOUGLAS,DC-9-82(MD-82),Valid,N467AA,Corporation,"1,988"
Fixed Wing Multi-Engine,Turbo-Fan,"Jul 3, 0007",BOMBARDIER INC,CL-600-2B19,Valid,N468CA,Corporation,"2,011"
Fixed Wing Multi-Engine,Turbo-Jet,"Feb 28, 0001",AIRBUS INDUSTRIE,A320-232,Valid,N469UA,Corporation,"2,001"
Fixed Wing Multi-Engine,Turbo-Fan,"Aug 4, 0004",BOEING,737-7H4,Valid,N470WN,Corporation,"2,004"
Fixed Wing Multi-Engine,Turbo-Jet,"Feb 11, 0098",CANADAIR,CL-600-2B19,Valid,N47202,Corporation,"1,997"
Fixed Wing Multi-Engine,Turbo-Fan,"Aug 16, 0004",BOEING,737-7H4,Valid,N472WN,Corporation,"2,004"
aircraft_type,engine_type,issue_date,manufacturer,model,status,tailnum,type,year
Fixed Wing Multi-Engine,Turbo-Fan,"Aug 19, 0004",BOEING,737-7H4,Valid,N473WN,Corporation,"2,004"
Fixed Wing Multi-Engine,Turbo-Fan,"Aug 24, 0004",BOEING,737-7H4,Valid,N474WN,Corporation,"2,004"
